Score,Kommune,Parti,Anden liste,Navn,"1. ""Kommunen skal prioritere, at skolerne får flere midler til indkøb af klimavenlige og bæredygtige råvarer til madkundskab""","2. ""Ved kommunale bevillinger til arrangementer, som involverer udgifter til mad/forplejning, skal de klimavenlige kostråd følges, og der skal altid være et plantebaseret alternativ""","3. ""Fødevareministeriet har fået beregnet de sundhedsøkonomiske gevinster ved, at danskerne følger kostrådene. Der skal laves en tilsvarende beregning af de sundhedsøkonomiske gevinster for min kommune""","4. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På plejehjem, ældrecentre og ved kommunal madudbringning til ældre)""","5. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I skoler)""","6. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I daginstitutioner)""","7. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På kommunale arbejdspladser)""","8. ""Alle offentlige køkkener i kommunen skal som udgangspunkt servere en 100 % plantebaseret kost, hvor eventuelle animalske fødevarer er et aktivt tilvalg""","9. ""Alle skolers mælkeordninger skal tilbyde en plantebaseret drik""","10. Nogle d1ginstitutioner h1r en politik om, 1t børnene sk1l s1mles om et fælles måltid. I nogle 1f de institutioner tilbydes der dog ikke s1mtidigt det mest klim1venlige måltid – et pl1nteb1seret måltid. Det betyder, 1t f1milier, som h1r v1lgt 1t leve klim1venligt, ikke k1n få deres ønske opfyldt, fordi det er i konflikt med politikken om et fælles måltid. Hv1d sk1l kommunens måltidspolitik være? ","11. ""Kommunen skal opstille en målsætning om 25 % CO2-reduktion i 2025 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","12. ""Kommunen skal opstille en målsætning om 50 % CO2-reduktion i 2030 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","13. ""Min kommune skal erklære sig som foregangskommune og udarbejde en strategi for plantebaserede fødevarer fra jord til bord""",14. Konkret borgernær case (daginstitution)*,"15 ""Kommunen skal oprette forsøgspuljer til at fremme økologisk plantebaseret iværksætteri""","16. ""Kommunen skal afsætte penge til efteruddannelse af kommunens køkkenpersonale inden for tilberedning af klimavenlig, økologisk og plantebaseret mad"""
20,Mariagerfjord,Ø. Enhedslisten,,Karen Elisabeth Reiths,2,2,2,1,2,2,2,0,0,1,2,2,2,,,
26,Mariagerfjord,Ø. Enhedslisten,,Malene Ingwersen ,2,2,1,2,2,2,2,1,0,2,2,1,1,2,2,2
32,Mariagerfjord,Ø. Enhedslisten,,Janne Toft-Lind ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19,Middelfart,A. Socialdemokratiet,,Steen Dahlstrøm,2,2,2,1,1,1,1,2,1,0,1,1,1,1,1,1
18,Middelfart,A. Socialdemokratiet,,Jens Backer Mogensen,2,2,1,2,2,2,2,0,1,0,2,2,0,,,
14,Middelfart,A. Socialdemokratiet,,Kaj Johansen,1,0,2,2,1,1,1,0,0,2,0,0,0,2,1,1
24,Middelfart,B. Det Radikale Venstre,,Elisabeth Tejlmand,2,2,1,1,2,2,2,0,0,1,1,2,2,2,2,2
13,Middelfart,B. Det Radikale Venstre,,Uffe Høj Lauridsen,0,1,0,2,0,0,2,2,2,2,1,0,0,0,0,1
11,Middelfart,C. Det Konservative Folkeparti,,Leise Marcher,1,1,1,2,1,1,0,0,1,1,0,0,0,1,1,0
31,Middelfart,F. Socialistisk Folkeparti,,Eigil Kristensen,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
16,Middelfart,O. Dansk Folkeparti,,Torben Trafik,0,0,0,1,,1,,2,2,1,1,2,2,1,1,2
12,Middelfart,V. Venstre,,John Kromann,2,1,0,0,1,1,1,0,0,1,1,0,1,1,0,2
5,Middelfart,V. Venstre,,Morten Lynggaard Pedersen,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
26,Middelfart,B. Det Radikale Venstre,,Louise Rost,2,2,2,2,2,2,2,0,2,2,2,1,1,2,1,1
5,Middelfart,V. Venstre,,Line Thingberg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
17,Middelfart,A. Socialdemokratiet,,Kim Johansen,2,1,1,2,2,2,2,0,1,0,0,0,0,0,2,2
26,Morsø,B. Det Radikale Venstre,,Gyrithe Stilling,2,2,1,2,2,2,2,0,2,1,2,2,2,2,1,1
10,Norddjurs,A. Socialdemokratiet,,Tom Bytoft,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
24,Norddjurs,B. Det Radikale Venstre,,Jacob Hørlyk,2,1,2,1,2,2,2,0,0,1,2,2,2,1,2,2
18,Norddjurs,C. Det Konservative Folkeparti,,Søren Peter Hansen,2,2,2,1,1,1,1,0,2,0,2,0,0,0,2,2
5,Norddjurs,C. Det Konservative Folkeparti,,Benny Hammer,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,Norddjurs,D. Nye Borgerlige,,Jens Peter Busk Husum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,Norddjurs,F. Socialistisk Folkeparti,,Jytte Dalgaard,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2
26,Norddjurs,F. Socialistisk Folkeparti,,Jytte Schmidt,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1
18,Norddjurs,F. Socialistisk Folkeparti,,Kasper Vindbjerg,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
16,Norddjurs,V. Venstre,,Benno Buhl-Blæsild,2,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1
22,Norddjurs,Ø. Enhedslisten,,Laila Charlotte Jensen,2,2,1,1,2,2,1,0,2,1,1,1,2,2,0,2
22,Norddjurs,A. Socialdemokratiet,,Jan Petersen,2,2,0,2,2,2,2,1,0,1,2,2,0,2,0,2
11,Norddjurs,A. Socialdemokratiet,,Anette Ruby Liebe,1,1,0,1,1,1,1,0,1,0,0,0,0,2,1,1
22,Norddjurs,F. Socialistisk Folkeparti,,Aleksander Myrhøj,1,1,1,2,2,2,2,1,0,2,2,2,2,0,1,1
1,Norddjurs,O. Dansk Folkeparti,,Steen Jensen,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0
23,Nordfyns,A. Socialdemokratiet,,Kasper Solberg,2,2,0,1,2,1,1,1,1,1,2,2,2,2,2,1
17,Nordfyns,A. Socialdemokratiet,,Dorte Schmidt,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,Nordfyns,A. Socialdemokratiet,,Anette Lykke Jensen,1,1,1,1,,1,1,0,1,1,1,1,0,1,0,0
5,Nordfyns,D. Nye Borgerlige,,Bill Malmgren,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2,Nordfyns,F. Socialistisk Folkeparti,,Bine Mathiasen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,
9,Nordfyns,O. Dansk Folkeparti,,Eva Jørgensen,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
16,Nyborg,A. Socialdemokratiet,,Allan Lindholm,1,1,1,1,1,1,1,,1,0,2,1,1,1,1,2
17,Nyborg,A. Socialdemokratiet,,Vibeke Ejlertsen ,2,0,2,2,2,2,2,0,0,1,2,2,0,,,
15,Nyborg,A. Socialdemokratiet,,Jesper Nielsen,1,2,1,2,0,0,2,0,0,1,2,2,0,0,0,2
13,Nyborg,A. Socialdemokratiet,,Casey Høybye Pedersen,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,
8,Nyborg,A. Socialdemokratiet,,Barbara Schultz ,1,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0
5,Nyborg,A. Socialdemokratiet,,Sabrina Verner,1,1,1,0,0,0,0,0,0,2,0,0,0,0,,
19,Nyborg,B. Det Radikale Venstre,,Emilie Haaning,2,1,0,0,2,2,2,0,0,2,2,2,2,0,1,1
14,Nyborg,B. Det Radikale Venstre,,Ludvig Dittmann,1,1,2,0,2,2,1,1,0,1,1,0,0,1,0,1
19,Nyborg,C. Det Konservative Folkeparti,,Per Kurt Olsen,1,1,1,0,1,1,2,0,1,0,2,2,2,1,2,2
5,Nyborg,D. Nye Borgerlige,,Kasper Mejlhede,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0
29,Nyborg,F. Socialistisk Folkeparti,,Suzette Frovin,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2
18,Nyborg,Ø. Enhedslisten,,Anders Kirkebæk-Jensen,2,2,1,2,2,,2,1,1,0,1,1,1,0,0,2
10,Nyborg,Ø. Enhedslisten,,Benny Pieszak,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,
7,Nyborg,A. Socialdemokratiet,,Lene Ingemann Skyggelund,1,1,1,1,1,1,1,,,,,,,,,
7,Nyborg,V. Venstre,,Davíð Hrafnsson Holst Nielsen,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
26,Næstved,A. Socialdemokratiet,,Janne Nissen,2,2,1,2,2,2,2,1,1,0,1,2,2,2,2,2
15,Næstved,A. Socialdemokratiet,,Thor Temte,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,Næstved,A. Socialdemokratiet,,Hanne Sørensen,1,0,1,1,1,1,1,1,1,1,1,1,1,0,,
7,Næstved,A. Socialdemokratiet,,Tina Højlund Pedersen,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
6,Næstved,A. Socialdemokratiet,,Michael Perch,1,0,0,1,1,1,1,0,1,,,,,,,
18,Næstved,B. Det Radikale Venstre,,Rasmus Eliasen,2,1,1,1,1,1,1,0,2,0,1,1,2,1,2,1
15,Næstved,B. Det Radikale Venstre,,Klaus Eusebius Jakobsen,2,1,1,1,1,1,0,1,0,2,1,1,1,0,1,1
14,Næstved,C. Det Konservative Folkeparti,,Rune Kristensen,2,1,1,1,1,1,1,0,0,1,2,0,0,2,0,1
13,Næstved,C. Det Konservative Folkeparti,,Claus Johan Thomas de Neergaard,1,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1
26,Næstved,F. Socialistisk Folkeparti,,Jette Leth Buhl,1,2,2,2,2,2,,2,2,2,2,2,1,0,2,2
32,Næstved,G. Veganerpartiet,,Liselotte Katarina Rotfeld,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15,Næstved,I. Liberal Alliance,,Rene Faurskov,1,1,1,1,1,1,1,0,1,1,1,0,1,0,2,2
7,Næstved,O. Dansk Folkeparti,,Peter Hansen,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1
5,Næstved,V. Venstre,,Kenneth Sørensen,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1
28,Næstved,Å. Alternativet,,Jan Allan Andersen,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2
20,Næstved,A. Socialdemokratiet,,Charlotte Roest,2,2,2,1,2,2,2,0,1,0,1,2,0,2,0,1
11,Næstved,I. Liberal Alliance,,Emilje Sophie Nordgård ,0,1,0,2,2,2,2,0,0,0,0,0,1,1,0,0
6,Næstved,V. Venstre,,Mikkel Agerskov Jørgensen,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
24,Odder,A. Socialdemokratiet,,Lars Bluhme,1,2,2,1,2,2,1,0,1,2,2,2,1,1,2,2
4,Odder,A. Socialdemokratiet,,Linda Ann Wienand,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
29,Odder,B. Det Radikale Venstre,,Kresten Bjerre,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2
6,Odder,B. Det Radikale Venstre,,Michael Jessen,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
13,Odder,C. Det Konservative Folkeparti,,René Krongaard ,2,1,1,1,1,1,1,0,0,0,2,,0,2,1,0
4,Odder,D. Nye Borgerlige,,Brian Vestergaard,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
31,Odder,F. Socialistisk Folkeparti,,Helle Jensen Møller,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
13,Odder,F. Socialistisk Folkeparti,,Mogens Bedsted,2,1,0,1,1,1,1,0,0,0,2,1,0,1,0,2
23,Odder,V. Venstre,,Finn Thranum,2,2,0,2,2,2,2,0,0,1,2,2,2,2,0,2
30,Odense,A. Socialdemokratiet,,Nicolai Arentz,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
22,Odense,A. Socialdemokratiet,,Kasper Ejlertsen,2,2,2,2,2,2,2,0,2,1,0,0,0,2,1,2
19,Odense,A. Socialdemokratiet,,Cæcilie Crawley ,2,2,1,1,2,2,2,0,1,0,2,2,0,0,1,1
11,Odense,A. Socialdemokratiet,,Omar El-Rifai,1,1,1,1,1,1,1,0,1,0,1,1,1,0,,
30,Odense,B. Det Radikale Venstre,,Benedicte Wilson,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
28,Odense,B. Det Radikale Venstre,,Nishan Ganeshalingam,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2
28,Odense,B. Det Radikale Venstre,,Anne Skau Styrishave,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2
26,Odense,B. Det Radikale Venstre,,Susanne Crawley,2,2,2,1,2,2,2,0,1,1,2,2,2,2,2,1
21,Odense,B. Det Radikale Venstre,,Finn Hartvig Nielsen,2,0,2,2,2,2,2,0,0,1,1,1,2,2,0,2
18,Odense,B. Det Radikale Venstre,,Marek Bang Poulsen,2,2,1,1,1,1,1,1,0,0,2,2,2,0,1,1
18,Odense,B. Det Radikale Venstre,,Kenneth Børgesen Laursen,1,0,1,1,2,2,1,0,2,2,2,,0,0,2,2
15,Odense,B. Det Radikale Venstre,,Ann-Sophie Knudsen,1,0,0,1,1,1,1,0,0,1,2,2,2,1,0,2
16,Odense,B. Det Radikale Venstre,,Zeb Meier Watz,2,2,0,2,2,2,2,1,1,2,,,,,,
9,Odense,B. Det Radikale Venstre,,Carl Bohn ,1,1,0,0,1,1,0,0,1,2,1,0,0,0,0,1
26,Odense,C. Det Konservative Folkeparti,,Vladimir Stanic,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2
12,Odense,C. Det Konservative Folkeparti,,Birgitte Nørrelund,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
8,Odense,C. Det Konservative Folkeparti,,Rikke Beider,1,1,0,2,,,,0,0,0,1,0,0,1,0,2
5,Odense,C. Det Konservative Folkeparti,,Morten Troldal,1,0,0,1,1,1,1,0,0,0,,,,,,
3,Odense,D. Nye Borgerlige,,Anders S. Iversen,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
24,Odense,F. Socialistisk Folkeparti,,Lars Horn Rasmussen,2,2,2,2,2,2,2,0,0,1,2,2,2,1,1,1
32,Odense,G. Veganerpartiet,,Anna Astrid Høy-Nielsen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32,Odense,G. Veganerpartiet,,Simon Nyborg Jensen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,Odense,V. Venstre,,Mads Johannessen Jørgensen,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2,Odense,V. Venstre,,Brian Lauridsen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,Odense,Ø. Enhedslisten,,Mette Skaarup,1,2,1,2,2,,2,0,2,2,2,1,1,2,1,2
23,Odense,Ø. Enhedslisten,,Momo-Michael Bøgh Salo,1,2,0,2,2,2,2,1,1,1,2,2,2,1,1,1
30,Odense,Ø. Enhedslisten,,Torsten Ringgaard,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
26,Odense,Ø. Enhedslisten,,Victoria Bøgh Salo,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1
23,Odsherred,A. Socialdemokratiet,,Jette Sloth Nielsen,2,2,2,2,1,1,2,0,2,1,1,2,1,1,1,2
15,Odsherred,A. Socialdemokratiet,,Lis Ingemann,2,2,2,2,2,2,2,0,0,1,,,,,,
6,Odsherred,C. Det Konservative Folkeparti,,Ulla Margrethe Hansen,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
24,Odsherred,F. Socialistisk Folkeparti,,Arne Nygård Mikkelsen,2,2,2,1,,1,2,0,2,1,2,1,2,2,2,2
31,Odsherred,G. Veganerpartiet,,Tryggvi Gudmundsson,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
7,Odsherred,V. Venstre,,Finn Kjær,1,0,0,1,1,,1,0,1,0,1,0,0,0,0,1
30,Odsherred,Ø. Enhedslisten,,Amalie Petersen,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2
30,Odsherred,Ø. Enhedslisten,,Sara Lynge Ravn,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
18,Odsherred,A. Socialdemokratiet,,Felex Pedersen,2,1,1,2,2,2,2,1,1,1,1,1,1,0,,
32,Randers,A. Socialdemokratiet,,Ib Møller Pedersen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21,Randers,A. Socialdemokratiet,,Anne Hjortshøj ,1,1,2,2,2,2,2,0,1,2,1,1,1,1,1,1
19,Randers,A. Socialdemokratiet,,Martin Vedstesen,1,1,1,0,1,1,1,1,1,2,2,2,1,2,1,1
17,Randers,A. Socialdemokratiet,,Jørgen Mogensen,1,1,2,1,1,1,1,0,1,2,1,1,1,1,1,1
18,Randers,A. Socialdemokratiet,,Lise-Lotte Leervad Larsen,2,0,2,2,2,2,2,0,0,0,2,2,0,0,0,2
7,Randers,A. Socialdemokratiet,,Ellen Petersen,1,1,0,1,1,1,1,0,1,0,,,,,,
27,Randers,B. Det Radikale Venstre,,Sibel Saricam,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2
22,Randers,B. Det Radikale Venstre,,Mogens Nyholm,2,1,2,2,2,2,2,0,0,1,2,2,0,2,0,2
18,Randers,B. Det Radikale Venstre,,Poul Rubach ,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,2
18,Randers,B. Det Radikale Venstre,,Karin Blach,2,2,2,0,2,2,2,0,0,0,2,2,0,0,0,2
15,Randers,B. Det Radikale Venstre,,Kristian Haukedal Neergaard,1,2,2,1,1,1,1,1,0,1,1,2,1,0,,
13,Randers,B. Det Radikale Venstre,,Søren Mikkelsen,2,0,0,0,1,2,2,0,0,0,2,2,0,0,0,2
21,Randers,C. Det Konservative Folkeparti,,Jesper Christiansen Ohlrich,2,2,1,1,1,1,1,0,1,1,1,2,2,2,2,1
11,Randers,C. Det Konservative Folkeparti,,Karsten Ulstrup Kristensen,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
29,Randers,F. Socialistisk Folkeparti,,Flemming Sørensen,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2
25,Randers,F. Socialistisk Folkeparti,,Ann Søndergaard Pedersen,2,2,1,2,2,2,2,0,2,0,2,2,1,1,2,2
12,Randers,F. Socialistisk Folkeparti,,Mikkel Maagaard,0,0,2,1,1,1,1,0,1,0,0,0,2,2,0,1
6,Randers,K. Kristendemokraterne,,Søren Andersen,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,Randers,V. Venstre,,Annette Mejer,1,1,2,2,2,2,2,0,2,1,1,0,0,1,2,2
11,Randers,V. Venstre,,Bertil Wraa,1,1,1,1,1,1,1,0,2,2,0,0,0,,,
5,Randers,V. Venstre,,Jan Buus Larsen ,1,0,0,1,1,1,1,0,0,0,,,,,,
28,Randers,Ø. Enhedslisten,,Karina Hjorth,2,2,1,2,2,2,2,0,2,1,2,2,2,2,2,2
19,Randers,C. Det Konservative Folkeparti,,Morten Ballegaard Sørensen,2,2,2,1,1,1,1,0,1,1,2,1,1,1,1,1
4,Randers,K. Kristendemokraterne,,Max Munch ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11,Rebild,A. Socialdemokratiet,,André Ellegaard Jensen,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0
13,Rebild,C. Det Konservative Folkeparti,,Lotte Holm,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,2
12,Rebild,C. Det Konservative Folkeparti,,Jeanette Sagan,2,2,0,1,1,1,1,0,0,2,0,0,0,2,,
2,Rebild,C. Det Konservative Folkeparti,,Mikkel Højsleth,0,0,2,0,0,0,0,0,0,0,,,,,,
1,Rebild,C. Det Konservative Folkeparti,,Kim Vestergaard Hornbech,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Rebild,F. Socialistisk Folkeparti,,Charlotte Speich,1,1,1,0,2,2,2,0,0,2,1,1,0,0,0,1
12,Rebild,O. Dansk Folkeparti,,Tommy Degn,2,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
2,Rebild,V. Venstre,,Peter Hjulmann,1,0,1,0,0,0,0,0,0,0,,,,,,
26,Rebild,Ø. Enhedslisten,,Flemming Larsen,2,2,0,2,2,2,2,0,2,2,1,1,2,2,2,2
0,Rebild,F. Socialistisk Folkeparti,,Brian Guldhammer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Ringkøbing-Skjern,A. Socialdemokratiet,,Helge Albertsen,1,1,1,1,1,1,1,0,1,1,1,1,0,1,,
7,Ringkøbing-Skjern,A. Socialdemokratiet,,John G. Christensen,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
24,Ringkøbing-Skjern,B. Det Radikale Venstre,,Bodil Hindsholm Hansen,2,2,1,2,2,2,2,0,2,1,0,0,2,2,2,2
1,Ringkøbing-Skjern,C. Det Konservative Folkeparti,,Helene Højmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Ringkøbing-Skjern,D. Nye Borgerlige,,Jan Pedersen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Ringkøbing-Skjern,D. Nye Borgerlige,,John Svendsen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Ringkøbing-Skjern,F. Socialistisk Folkeparti,,Line Hounsgaard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,Ringkøbing-Skjern,K. Kristendemokraterne,,Carsten Bjerg,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
18,Ringkøbing-Skjern,V. Venstre,,Bent Brodersen,1,1,1,2,2,2,2,0,2,0,1,1,0,1,0,2
14,Ringkøbing-Skjern,V. Venstre,,Gunnar Schmidt,1,1,1,0,1,1,1,0,0,2,1,1,0,2,1,1
10,Ringkøbing-Skjern,V. Venstre,,Gitte Kjeldsen,1,1,0,1,,1,1,0,1,0,1,1,0,0,1,1
6,Ringkøbing-Skjern,A. Socialdemokratiet,,Per Kamp Stefansen ,0,1,0,1,1,1,1,0,0,1,0,0,0,0,,
8,Ringkøbing-Skjern,K. Kristendemokraterne,,Merete Rossing Mogensen,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
4,Ringsted,A. Socialdemokratiet,,Lisbeth K. Andersen,1,0,0,1,0,0,0,0,0,2,,,,,,
20,Ringsted,B. Det Radikale Venstre,,Torben Lollike,2,2,0,2,2,2,2,1,0,1,1,1,0,0,2,2
31,Ringsted,C. Det Konservative Folkeparti,,Pia Regitze Charlotte Prahl Thøgersen,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
10,Ringsted,C. Det Konservative Folkeparti,,Benedikte Rolighed,1,1,2,0,0,0,0,0,1,2,0,0,1,1,0,1
7,Ringsted,C. Det Konservative Folkeparti,,Karin Egeberg,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
6,Ringsted,D. Nye Borgerlige,,Kenneth Nielsen,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
29,Ringsted,F. Socialistisk Folkeparti,,Erling Jacobsen,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2
24,Ringsted,F. Socialistisk Folkeparti,,Britta Nielsen,2,2,1,2,2,2,2,0,1,0,2,2,1,2,1,2
23,Ringsted,F. Socialistisk Folkeparti,,Lene Reffstrup,2,2,1,1,2,2,2,0,1,1,2,2,1,2,1,1
17,Ringsted,O. Dansk Folkeparti,,Ulrik Riis,1,1,1,1,2,2,2,0,1,0,1,1,1,1,1,1
4,Ringsted,V. Venstre,,Timo Jensen,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
15,Ringsted,Ø. Enhedslisten,,Carli Hækkerup,2,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1
11,Ringsted,A. Socialdemokratiet,,Mette Ahm-Petersen ,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
10,Ringsted,D. Nye Borgerlige,,Karl Johan Nordman ,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
23,Roskilde,A. Socialdemokratiet,,Troels Toft Nielsen,2,2,1,2,2,2,2,0,2,1,2,2,1,0,1,1
16,Roskilde,A. Socialdemokratiet,,Camilla Vilby-Mokvist,2,2,1,1,1,1,1,0,0,1,1,1,0,2,0,2
15,Roskilde,A. Socialdemokratiet,,Chili Preisler-Andersen,2,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1
20,Roskilde,B. Det Radikale Venstre,,Jeppe Trolle,1,1,0,1,2,,2,2,1,0,2,2,1,1,2,2
18,Roskilde,B. Det Radikale Venstre,,Jeppe Fransson,2,1,1,2,2,2,2,0,0,0,2,2,1,0,0,1
21,Roskilde,C. Det Konservative Folkeparti,,Trine Borre,1,1,0,2,2,2,2,0,1,1,2,2,1,1,1,2
18,Roskilde,C. Det Konservative Folkeparti,,Berit Kristensen,1,2,1,2,2,2,1,0,2,0,1,1,1,0,0,2
30,Roskilde,D. Nye Borgerlige,,Kim Lindberg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
8,Roskilde,D. Nye Borgerlige,,Christian Vestergaard,1,1,1,1,1,1,1,0,1,0,0,0,0,,0,0
6,Roskilde,D. Nye Borgerlige,,Sussie Banke Skovdal,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
31,Roskilde,F. Socialistisk Folkeparti,,Kirsten Bjelke,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
29,Roskilde,F. Socialistisk Folkeparti,,Mads Christian Præstegaard,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2
20,Roskilde,I. Liberal Alliance,,Christian Arendorf,2,1,2,1,1,1,1,0,2,0,0,1,2,2,2,2
14,Roskilde,I. Liberal Alliance,,Lisa Ditlevsen,1,1,1,1,1,1,1,0,0,1,2,2,2,0,0,0
2,Roskilde,I. Liberal Alliance,,Hans Petter Dalen,0,0,1,0,0,0,1,0,0,0,0,0,0,,,
16,Roskilde,K. Kristendemokraterne,,Sergio Fox,2,1,2,0,2,2,0,0,2,0,0,0,0,1,2,2
24,Roskilde,O. Dansk Folkeparti,,Benny Skjoldborg,2,2,2,2,2,2,2,2,2,2,1,1,2,,,
9,Roskilde,V. Venstre,,Jakob Bo Berthelsen,1,1,1,1,1,1,0,0,1,2,,,,,,
32,Roskilde,Ø. Enhedslisten,,Anna Bondo Nielsen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23,Roskilde,Ø. Enhedslisten,,Jonas Paludan ,2,2,0,2,2,2,2,0,1,2,0,0,2,2,2,2
29,Roskilde,Ø. Enhedslisten,,Lucia Carriere,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2
30,Roskilde,Ø. Enhedslisten,,Åge Skovrind,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
31,Roskilde,Å. Alternativet,,Danny Pedersen,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
0,Roskilde,D. Nye Borgerlige,,Lars Holst Kruse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
